This is a record of the ancestors of Jesus the Messiah , a descendant of David and of Abraham : ||| Das Buch der Geschichte Jesu Christi , des Sohnes Davids , des Sohnes Abrahams :
I tell you the truth , the master will put that servant in charge of all he owns . ||| Ich sage euch in Wahrheit : Er wird ihn über seine ganze Habe setzen .
But what if the servant thinks , ‘ My master won’t be back for a while , ’ and he begins beating the other servants , partying , and getting drunk ? ||| Wenn aber jener Sklave in seinem Herzen je sagen sollte : ‚ Mein Herr verzögert sein Kommen ‘ und anfangen sollte , die Knechte und die Mägde zu schlagen und zu essen und zu trinken und trunken zu werden ,
The master will return unannounced and unexpected , and he will cut the servant in pieces and banish him with the unfaithful . ||| so wird der Herr dieses Sklaven an einem Tag kommen , an dem er [ ihn ] nicht erwartet , und in einer Stunde , die er nicht kennt , und er wird ihn mit der größten Strenge bestrafen und ihm ein Teil mit den Untreuen zuweisen .
“ And a servant who knows what the master wants , but isn’t prepared and doesn’t carry out those instructions , will be severely punished . ||| Dann wird jener Sklave , der den Willen seines Herrn verstand , sich aber nicht bereit machte noch nach dessen Willen handelte , viele Schläge erhalten .
But someone who does not know , and then does something wrong , will be punished only lightly . When someone has been given much , much will be required in return ; and when someone has been entrusted with much , even more will be required . ||| Derjenige aber , der [ ihn ] nicht verstand und so Dinge tat , die Schläge verdienten , wird wenige erhalten . In der Tat , von jedem , dem viel gegeben wurde , wird viel verlangt werden ; und wen man über vieles setzt , von dem wird man mehr als das Übliche verlangen .
“ I have come to set the world on fire , and I wish it were already burning ! ||| Ich bin gekommen , um ein Feuer auf der Erde anzufachen , und was wünsche ich mehr , als daß es schon entzündet wäre !
I have a terrible baptism of suffering ahead of me , and I am under a heavy burden until it is accomplished . ||| In der Tat , ich habe eine Taufe , mit der ich getauft werden muß , und wie bin ich bedrängt , bis sie vollendet ist !
Do you think I have come to bring peace to the earth ? No , I have come to divide people against each other ! ||| Meint ihr , ich sei gekommen , Frieden auf die Erde zu bringen ? Nein , sage ich euch entschieden , sondern eher Entzweiung .
From now on families will be split apart , three in favor of me , and two againstor two in favor and three against . ||| Denn von nun an werden fünf in einem Haus entzweit sein : drei gegen zwei und zwei gegen drei .
‘ Father will be divided against son and son against father ; mother against daughter and daughter against mother ; and mother-in-law against daughter-in-law and daughter-in-law against mother-in-law . ’ ” ||| Sie werden entzweit sein : Vater gegen Sohn und Sohn gegen Vater , Mutter gegen Tochter und Tochter gegen [ ihre ] Mutter , Schwiegermutter gegen ihre Schwiegertochter und Schwiegertochter gegen [ ihre ] Schwiegermutter . “
Then Jesus turned to the crowd and said , “ When you see clouds beginning to form in the west , you say , ‘ Here comes a shower . ’ And you are right . ||| Dann fuhr er fort , auch zu den Volksmengen zu sagen : „ Wenn ihr eine Wolke in westlichen Gegenden aufsteigen seht , sagt ihr sogleich : ‚ Es kommt ein Sturm ‘ , und es wird so sein .
When the south wind blows , you say , ‘ Today will be a scorcher . ’ And it is . ||| Und wenn ihr seht , daß Südwind weht , sagt ihr : ‚ Es gibt eine Hitzewelle ‘ , und es trifft ein .
You fools ! You know how to interpret the weather signs of the earth and sky , but you don’t know how to interpret the present times . ||| Heuchler , das Aussehen der Erde und des Himmels wißt ihr zu beurteilen , doch wie kommt es , daß ihr diese besondere Zeit nicht zu beurteilen wißt ?
“ Why can’t you decide for yourselves what is right ? ||| Warum bildet ihr euch nicht selbst ein Urteil über das , was gerecht ist ?
When you are on the way to court with your accuser , try to settle the matter before you get there . Otherwise , your accuser may drag you before the judge , who will hand you over to an officer , who will throw you into prison . ||| Wenn du zum Beispiel mit deinem Rechtsgegner zu einem Vorsteher gehst , so wirke darauf hin , solange du auf dem Weg bist , dich des Streites mit ihm zu entledigen , damit er dich nicht irgendwann vor den Richter schleppt und der Richter dich dem Gerichtsbeamten übergibt und der Gerichtsbeamte dich ins Gefängnis wirft .
And if that happens , you won’t be free again until you have paid the very last penny . ” ||| Ich sage dir : Du wirst bestimmt nicht von dort herauskommen , bis du auch die letzte kleine Münze von ganz geringem Wert zurückgezahlt hast . “
About this time Jesus was informed that Pilate had murdered some people from Galilee as they were offering sacrifices at the Temple . ||| Zu derselben Zeit waren einige Leute anwesend , die ihm über die Galilạ̈er berichteten , deren Blut Pilạtus mit ihren Schlachtopfern vermischt hatte .
“ Do you think those Galileans were worse sinners than all the other people from Galilee ? ” Jesus asked . “ Is that why they suffered ? ||| In Erwiderung sagte er daher zu ihnen : „ Meint ihr , daß sich diese Galilạ̈er als schlimmere Sünder erwiesen als alle anderen Galilạ̈er , weil sie diese Dinge erlitten haben ?
Not at all ! And you will perish , too , unless you repent of your sins and turn to God . ||| Gewiß nicht , sage ich euch , sondern wenn ihr nicht bereut , werdet ihr alle gleicherweise umkommen .
And what about the eighteen people who died when the tower in Siloam fell on them ? Were they the worst sinners in Jerusalem ? ||| Oder jene achtzehn , auf die der Turm in Silọam fiel und sie tötete , meint ihr , daß sie sich als größere Schuldner erwiesen als alle anderen Menschen , die Jerusalem bewohnen ?
No , and I tell you again that unless you repent , you will perish , too . ” ||| Gewiß nicht , sage ich euch , sondern wenn ihr nicht bereut , werdet ihr alle ebenso umkommen . “
Then Jesus told this story : “ A man planted a fig tree in his garden and came again and again to see if there was any fruit on it , but he was always disappointed . ||| Dann fuhr er fort , [ ihnen ] dieses Gleichnis zu sagen : „ Jemand hatte einen Feigenbaum , der in seinem Weingarten gepflanzt war , und er kam , um Frucht daran zu suchen , fand aber keine .
Finally , he said to his gardener , ‘ I’ve waited three years , and there hasn’t been a single fig ! Cut it down . It’s just taking up space in the garden . ’ ||| Da sagte er zum Winzer : ‚ Ich bin nun schon drei Jahre gekommen , um Frucht an diesem Feigenbaum zu suchen , habe aber keine gefunden . Hau ihn um ! Warum sollte er denn den Boden nutzlos machen ? ‘
“ The gardener answered , ‘ Sir , give it one more chance . Leave it another year , and I’ll give it special attention and plenty of fertilizer . ||| Er gab ihm zur Antwort : ‚ Herr , laß ihn noch dieses Jahr , bis ich rings um ihn grabe und Dünger streue ,
If we get figs next year , fine . If not , then you can cut it down . ’ ” ||| und wenn er dann in der Zukunft Frucht bringt , [ schön und gut , ] wenn aber nicht , sollst du ihn umhauen . ‘ “
One Sabbath day as Jesus was teaching in a synagogue , ||| Nun lehrte er am Sabbat in einer der Synagogen .
he saw a woman who had been crippled by an evil spirit . She had been bent double for eighteen years and was unable to stand up straight . ||| Und siehe , eine Frau , die achtzehn Jahre lang einen Geist der Schwachheit hatte , und sie war zusammengekrümmt und unfähig , sich selbst überhaupt aufzurichten .
When Jesus saw her , he called her over and said , “ Dear woman , you are healed of your sickness ! ” ||| Als er sie sah , wandte sich Jesus an sie und sprach zu ihr : „ Frau , du bist von deiner Schwäche befreit . “
Then he touched her , and instantly she could stand straight . How she praised God ! ||| Und er legte ihr die Hände auf ; und augenblicklich richtete sie sich auf und begann Gott zu verherrlichen .
But the leader in charge of the synagogue was indignant that Jesus had healed her on the Sabbath day . “ There are six days of the week for working , ” he said to the crowd . “ Come on those days to be healed , not on the Sabbath . ” ||| Der Synagogenvorsteher aber , unwillig darüber , daß Jesus am Sabbat die Heilung vollbrachte , begann als Antwort zu der Volksmenge zu sagen : „ Sechs Tage sind da , an denen man arbeiten soll ; an diesen also kommt und werdet geheilt und nicht am Sabbattag . “
But the Lord replied , “ You hypocrites ! Each of you works on the Sabbath day ! Don’t you untie your ox or your donkey from its stall on the Sabbath and lead it out for water ? ||| Der Herr antwortete ihm jedoch und sprach : „ Heuchler , bindet nicht jeder von euch am Sabbat seinen Stier oder seinen Esel von der Krippe los und führt ihn weg , um ihn zu tränken ?
This dear woman , a daughter of Abraham , has been held in bondage by Satan for eighteen years . Isn’t it right that she be released , even on the Sabbath ? ” ||| War es also nicht angebracht , daß diese Frau , die eine Tochter Abrahams ist und die der Satan , siehe , achtzehn Jahre gebunden hielt , von dieser Fessel am Sabbattag gelöst werde ? “
This shamed his enemies , but all the people rejoiced at the wonderful things he did . ||| Als er nun diese Dinge sagte , begannen sich alle seine Gegner zu schämen ; die ganze Volksmenge aber begann sich über all die herrlichen Taten , die durch ihn geschahen , zu freuen .
Then Jesus said , “ What is the Kingdom of God like ? How can I illustrate it ? ||| Darum sagte er weiter : „ Wem ist das Königreich Gottes gleich , und womit soll ich es vergleichen ?
It is like a tiny mustard seed that a man planted in a garden ; it grows and becomes a tree , and the birds make nests in its branches . ” ||| Es ist einem Senfkorn gleich , das ein Mensch nahm und in seinen Garten legte , und es wuchs und wurde ein Baum , und die Vögel des Himmels ließen sich in seinen Zweigen nieder . “
He also asked , “ What else is the Kingdom of God like ? ||| Und wieder sprach er : „ Womit soll ich das Königreich Gottes vergleichen ?
It is like the yeast a woman used in making bread . Even though she put only a little yeast in three measures of flour , it permeated every part of the dough . ” ||| Es ist dem Sauerteig gleich , den eine Frau nahm und in drei großen Maß Mehl verbarg , bis die ganze Masse durchsäuert war . “
